order_id,customer_id,product_id,order_date,quantity,discount
O00224,C0120,P0031,2026-06-29,3,0.0
O00225,C0312,P0074,2025-05-25,4,0.05
O00226,C0112,P0070,2025-06-28,1,0.0
O00227,C0391,P0043,2025-07-13,4,0.0
O00228,C0427,P0082,2025-07-22,3,0.0
O00229,C0377,P0061,2025-03-16,4,0.1
O00230,C0304,P0029,2026-05-26,3,0.2
O00231,C0301,P0087,2025-01-10,3,0.15
O00232,C0393,P0083,2025-11-15,1,0.05
O00233,C0190,P0085,2025-02-19,3,0.05
O00234,C0241,P0053,2026-04-16,4,0.0
O00235,C0278,P0051,2025-06-05,4,0.2
O00236,C0448,P0040,2025-09-19,4,0.2
O00237,C0250,P0066,2025-05-21,4,0.0
O00238,C0143,P0073,2026-05-01,4,0.1
O00239,C0423,P0040,2026-05-31,1,0.2
O00240,C0382,P0035,2026-04-10,3,0.0
O00241,C0313,P0086,2026-04-05,1,0.2
O00242,C0078,P0017,2025-12-02,3,0.15
O00243,C0032,P0074,2025-12-01,1,0.05
O00244,C0294,P0058,2026-06-06,2,0.0
O00245,C0005,P0100,2025-09-04,4,0.05
O00246,C0483,P0088,2026-02-11,2,0.05
O00247,C0245,P0024,2026-02-05,2,0.05
O00248,C0430,P0042,2026-02-11,2,0.05
O00249,C0475,P0078,2026-04-05,2,0.05
O00250,C0425,P0073,2025-01-13,3,0.0
O00251,C0264,P0033,2025-12-13,1,0.15
O00252,C0186,P0068,2025-12-11,3,0.0
O00253,C0084,P0054,2025-01-11,3,0.0
O00254,C0110,P0065,2025-06-03,1,0.2
O00255,C0214,P0029,2025-11-09,3,0.0
O00256,C0445,P0026,2026-05-18,2,0.15
O00257,C0275,P0004,2026-01-02,2,0.1
O00258,C0179,P0040,2025-05-10,2,0.2
O00259,C0206,P0039,2025-06-08,4,0.0
O00260,C0008,P0071,2026-06-06,4,0.0
O00261,C0236,P0082,2025-03-26,1,0.15
O00262,C0408,P0036,2025-05-12,1,0.15
O00263,C0130,P0026,2026-03-31,1,0.0
O00264,C0376,P0072,2025-04-06,4,0.05
O00265,C0225,P0041,2025-08-16,4,0.2
O00266,C0322,P0050,2026-01-25,1,0.1
O00267,C0105,P0034,2025-11-25,4,0.05
O00268,C0445,P0047,2026-04-03,4,0.05
O00269,C0060,P0077,2026-01-04,2,0.05
O00270,C0133,P0056,2025-11-17,3,0.1
O00271,C0133,P0027,2025-04-19,1,0.1
O00272,C0130,P0096,2026-05-25,4,0.2
O00273,C0137,P0068,2026-02-21,4,0.2
O00274,C0096,P0049,2026-01-01,1,0.05
O00275,C0431,P0032,2025-08-01,3,0.1
O00276,C0338,P0013,2026-03-25,2,0.05
O00277,C0231,P0077,2025-08-23,2,0.1
O00278,C0465,P0024,2026-05-27,2,0.2
O00279,C0243,P0049,2025-10-15,2,0.15
O00280,C0208,P0027,2025-02-07,1,0.0
O00281,C0433,P0013,2025-08-01,3,0.15
O00282,C0022,P0044,2026-04-06,3,0.05
O00283,C0065,P0073,2025-02-07,1,0.15
O00284,C0328,P0035,2025-12-22,1,0.1
O00285,C0437,P0024,2025-05-05,2,0.0
O00286,C0475,P0079,2026-01-20,1,0.15
O00287,C0036,P0036,2025-06-09,2,0.1
O00288,C0316,P0064,2025-11-24,3,0.15
O00289,C0370,P0019,2025-10-12,2,0.05
O00290,C0397,P0040,2026-05-28,4,0.1
O00291,C0311,P0040,2026-04-14,3,0.2
O00292,C0068,P0096,2025-02-04,4,0.0
O00293,C0490,P0068,2025-07-16,4,0.15
O00294,C0480,P0077,2025-07-30,2,0.2
O00295,C0287,P0071,2025-07-18,1,0.0
O00296,C0173,P0021,2025-03-16,3,0.1
O00297,C0444,P0056,2025-08-15,1,0.1
O00298,C0404,P0005,2025-04-23,4,0.2
O00299,C0092,P0055,2025-01-05,2,0.1
O00300,C0096,P0064,2025-12-03,2,0.1
O00301,C0175,P0100,2025-11-13,3,0.15
O00302,C0109,P0003,2025-03-28,2,0.1
O00303,C0221,P0054,2025-12-16,1,0.15
O00304,C0149,P0015,2026-01-13,1,0.15
O00305,C0063,P0029,2026-06-23,4,0.05
O00306,C0034,P0016,2025-01-04,1,0.0
O00307,C0083,P0010,2026-05-29,2,0.0
O00308,C0258,P0014,2025-05-13,1,0.0
O00309,C0081,P0086,2025-12-21,3,0.1
O00310,C0174,P0015,2025-04-24,2,0.0
O00311,C0127,P0039,2025-03-11,4,0.05
O00312,C0061,P0055,2025-02-28,1,0.05
O00313,C0201,P0065,2026-04-27,3,0.15
O00314,C0381,P0026,2025-06-20,1,0.05
O00315,C0104,P0030,2025-06-16,3,0.0
O00316,C0399,P0019,2025-02-17,4,0.15
O00317,C0191,P0083,2025-01-09,3,0.05
O00318,C0109,P0076,2025-03-22,4,0.15
O00319,C0450,P0067,2025-04-10,4,0.0
O00320,C0343,P0098,2025-09-03,3,0.05
O00321,C0043,P0015,2025-08-31,4,0.0
O00322,C0234,P0083,2025-02-16,3,0.15
O00323,C0074,P0089,2025-09-02,1,0.2
O00324,C0143,P0087,2026-04-12,4,0.1
O00325,C0258,P0015,2026-03-24,1,0.0
O00326,C0343,P0068,2025-12-14,1,0.1
O00327,C0252,P0021,2025-05-28,1,0.0
O00328,C0316,P0067,2025-07-18,2,0.0
O00329,C0361,P0096,2025-12-31,4,0.2
O00330,C0101,P0006,2025-05-06,4,0.1
O00331,C0425,P0055,2025-08-07,3,0.05
O00332,C0017,P0002,2026-01-19,2,0.05
O00333,C0409,P0081,2025-05-01,2,0.0
O00334,C0345,P0082,2025-03-03,1,0.15
O00335,C0099,P0078,2026-02-14,1,0.1
O00336,C0069,P0038,2025-05-19,3,0.2
O00337,C0028,P0017,2026-03-07,3,0.15
O00338,C0279,P0071,2025-01-01,3,0.05
O00339,C0356,P0039,2025-01-06,2,0.1
O00340,C0038,P0012,2025-05-24,3,0.05
O00341,C0149,P0051,2025-07-14,1,0.15
O00342,C0025,P0080,2025-02-15,1,0.2
O00343,C0105,P0007,2025-09-29,1,0.0
O00344,C0262,P0034,2025-06-20,3,0.15
O00345,C0047,P0062,2025-10-24,3,0.15
O00346,C0054,P0001,2025-06-08,3,0.0
O00347,C0077,P0073,2026-03-13,3,0.15
O00348,C0211,P0002,2025-10-05,2,0.2
O00349,C0371,P0011,2025-09-27,4,0.05
O00350,C0378,P0051,2025-07-20,2,0.15
O00351,C0094,P0031,2025-09-02,2,0.0
O00352,C0214,P0032,2025-02-12,1,0.0
O00353,C0318,P0002,2025-08-31,3,0.1
O00354,C0025,P0002,2026-03-14,4,0.05
O00355,C0272,P0078,2025-09-08,3,0.0
O00356,C0373,P0009,2025-11-06,3,0.05
O00357,C0420,P0033,2026-04-18,1,0.15
O00358,C0284,P0021,2026-06-22,1,0.2
O00359,C0130,P0044,2025-05-18,2,0.05
O00360,C0188,P0085,2026-03-02,4,0.05
O00361,C0221,P0031,2026-01-22,1,0.1
O00362,C0107,P0088,2026-02-10,1,0.15
O00363,C0453,P0099,2025-08-08,4,0.05
O00364,C0171,P0045,2026-05-18,3,0.1
O00365,C0468,P0045,2025-06-30,1,0.0
O00366,C0308,P0086,2026-05-21,3,0.15
O00367,C0047,P0067,2025-09-12,3,0.0
O00368,C0269,P0064,2025-11-29,3,0.15
O00369,C0111,P0037,2025-02-09,4,0.05
O00370,C0033,P0049,2025-08-27,3,0.05
O00371,C0110,P0034,2025-02-23,1,0.1
O00372,C0285,P0018,2025-07-17,2,0.2
O00373,C0217,P0083,2025-03-02,1,0.1
O00374,C0490,P0081,2026-01-03,3,0.05
O00375,C0192,P0084,2025-05-10,3,0.05
O00376,C0246,P0016,2025-05-03,4,0.1
O00377,C0021,P0081,2025-05-17,4,0.1
O00378,C0079,P0022,2025-12-28,3,0.1
O00379,C0360,P0035,2026-01-05,3,0.0
O00380,C0097,P0041,2025-06-17,2,0.05
O00381,C0347,P0071,2025-10-20,3,0.1
O00382,C0484,P0064,2025-04-28,1,0.0
O00383,C0345,P0015,2025-06-01,3,0.1
O00384,C0491,P0013,2025-09-13,3,0.1
O00385,C0469,P0020,2026-05-09,4,0.1
O00386,C0069,P0024,2025-12-18,1,0.2
O00387,C0360,P0084,2026-01-16,2,0.2
O00388,C0187,P0052,2026-01-02,3,0.1
O00389,C0237,P0072,2026-04-29,1,0.2
O00390,C0375,P0027,2026-04-27,4,0.2
O00391,C0155,P0030,2025-04-27,4,0.15
O00392,C0352,P0048,2025-04-20,3,0.0
O00393,C0208,P0008,2026-06-14,3,0.1
O00394,C0310,P0023,2026-03-06,4,0.2
O00395,C0032,P0039,2025-03-13,4,0.05
O00396,C0182,P0008,2025-04-28,2,0.2
O00397,C0316,P0047,2025-06-16,2,0.0
O00398,C0466,P0088,2025-05-24,4,0.15
O00399,C0359,P0031,2026-04-12,2,0.15
O00400,C0112,P0095,2025-01-11,2,0.15
O00401,C0163,P0069,2026-04-30,4,0.2
O00402,C0205,P0035,2025-01-15,1,0.0
O00403,C0495,P0060,2025-10-16,1,0.0
O00404,C0067,P0026,2026-03-25,2,0.1
O00405,C0224,P0051,2025-03-18,2,0.15
O00406,C0436,P0045,2025-09-13,1,0.0
O00407,C0052,P0016,2025-09-21,4,0.0
O00408,C0421,P0075,2025-11-04,2,0.0
O00409,C0290,P0003,2025-04-14,2,0.0
O00410,C0014,P0012,2025-11-23,1,0.2
O00411,C0005,P0010,2026-01-18,3,0.15
O00412,C0380,P0080,2025-04-20,2,0.1
O00413,C0450,P0088,2026-04-03,3,0.2
O00414,C0049,P0082,2026-01-15,1,0.2
O00415,C0418,P0052,2025-08-03,1,0.1
O00416,C0048,P0046,2025-03-28,1,0.0
O00417,C0109,P0099,2026-04-06,4,0.05
O00418,C0342,P0057,2025-04-07,2,0.15
O00419,C0180,P0088,2025-03-02,3,0.0
O00420,C0354,P0057,2026-01-28,3,0.1
O00421,C0023,P0087,2026-02-10,4,0.2
O00422,C0205,P0097,2025-12-23,3,0.05
O00423,C0409,P0081,2025-05-06,2,0.15
O00424,C0013,P0070,2025-01-25,2,0.0
O00425,C0091,P0058,2025-04-18,3,0.05
O00426,C0010,P0086,2026-02-11,2,0.1
O00427,C0338,P0099,2025-04-19,1,0.1
O00428,C0458,P0092,2025-12-25,3,0.2
O00429,C0498,P0060,2025-10-16,3,0.0
O00430,C0321,P0036,2025-11-18,3,0.0
O00431,C0361,P0017,2025-09-05,3,0.15
O00432,C0282,P0044,2025-07-17,3,0.05
O00433,C0475,P0066,2025-01-14,1,0.2
O00434,C0215,P0039,2026-03-22,3,0.05
O00435,C0242,P0013,2026-01-23,1,0.1
O00436,C0252,P0026,2025-06-01,4,0.1
O00437,C0154,P0074,2025-04-30,2,0.0
O00438,C0346,P0077,2025-08-10,3,0.15
O00439,C0158,P0085,2026-05-14,3,0.1
O00440,C0451,P0095,2026-02-26,2,0.0
O00441,C0374,P0016,2025-04-10,2,0.05
O00442,C0244,P0045,2025-02-05,4,0.2
O00443,C0009,P0007,2025-09-03,3,0.0
O00444,C0402,P0084,2025-02-28,2,0.05
O00445,C0448,P0050,2026-01-14,4,0.0
O00446,C0309,P0095,2026-01-05,1,0.15
O00447,C0251,P0059,2025-11-23,2,0.2
O00448,C0233,P0076,2026-01-15,3,0.1
O00449,C0289,P0040,2025-05-28,3,0.1
O00450,C0356,P0004,2026-04-06,2,0.1
O00451,C0021,P0007,2026-06-21,3,0.2
O00452,C0420,P0025,2026-03-05,1,0.2
O00453,C0045,P0084,2025-11-17,3,0.05
O00454,C0411,P0001,2026-03-25,2,0.0
O00455,C0143,P0075,2025-09-24,3,0.15
O00456,C0241,P0043,2025-03-03,3,0.0
O00457,C0095,P0012,2026-01-29,2,0.1
O00458,C0414,P0075,2025-08-15,4,0.2
O00459,C0205,P0079,2026-04-27,2,0.15
O00460,C0430,P0068,2026-05-08,3,0.1
O00461,C0252,P0008,2025-09-01,3,0.1
O00462,C0256,P0012,2026-05-02,3,0.2
O00463,C0489,P0073,2025-07-27,2,0.2
O00464,C0232,P0089,2025-07-19,2,0.05
O00465,C0187,P0084,2026-03-10,3,0.1
O00466,C0110,P0036,2026-01-24,4,0.05
O00467,C0364,P0003,2025-06-12,1,0.2
O00468,C0468,P0016,2025-07-23,1,0.2
O00469,C0251,P0079,2025-12-21,2,0.15
O00470,C0093,P0016,2025-10-21,4,0.15
O00471,C0202,P0002,2025-12-30,2,0.1
O00472,C0020,P0070,2025-07-22,1,0.2
O00473,C0018,P0044,2026-03-08,1,0.1
O00474,C0239,P0056,2025-08-21,2,0.0
O00475,C0460,P0081,2025-08-04,1,0.1
O00476,C0040,P0014,2026-06-04,1,0.05
O00477,C0265,P0092,2026-02-26,3,0.0
O00478,C0241,P0014,2026-05-28,3,0.2
O00479,C0080,P0079,2026-01-08,2,0.0
O00480,C0252,P0064,2025-09-01,4,0.15
O00481,C0433,P0077,2026-04-17,3,0.05
O00482,C0149,P0084,2026-05-03,1,0.2
O00483,C0087,P0075,2026-05-11,2,0.05
O00484,C0194,P0026,2026-05-04,2,0.0
O00485,C0222,P0051,2025-03-14,3,0.2
O00486,C0364,P0090,2026-02-18,3,0.2
O00487,C0214,P0087,2026-02-14,2,0.1
O00488,C0069,P0094,2025-12-05,4,0.05
O00489,C0200,P0049,2026-01-17,3,0.2
O00490,C0459,P0008,2025-11-30,1,0.15
O00491,C0229,P0063,2025-09-07,3,0.2
O00492,C0047,P0044,2025-03-27,3,0.15
O00493,C0049,P0084,2025-06-24,1,0.0
O00494,C0446,P0093,2026-05-06,1,0.1
O00495,C0248,P0093,2026-01-27,1,0.05
O00496,C0378,P0016,2025-10-06,4,0.05
O00497,C0406,P0073,2025-11-03,2,0.2
O00498,C0040,P0013,2025-10-06,2,0.15
O00499,C0451,P0095,2025-03-25,4,0.1
O00500,C0114,P0007,2026-01-03,4,0.2
O00501,C0280,P0002,2025-07-14,2,0.2
O00502,C0274,P0083,2025-04-28,1,0.15
O00503,C0481,P0075,2025-12-30,2,0.2
O00504,C0059,P0093,2025-11-12,2,0.2
O00505,C0015,P0082,2025-08-18,4,0.1
O00506,C0471,P0085,2025-11-17,1,0.1
O00507,C0334,P0048,2026-02-03,1,0.2
O00508,C0176,P0094,2026-04-25,2,0.2
O00509,C0131,P0047,2025-12-19,2,0.15
O00510,C0001,P0072,2025-04-08,2,0.05
O00511,C0243,P0056,2026-01-31,2,0.1
O00512,C0331,P0064,2025-06-01,2,0.0
O00513,C0319,P0030,2025-01-07,1,0.1
O00514,C0264,P0044,2025-09-09,3,0.05
O00515,C0166,P0030,2026-03-21,3,0.2
O00516,C0064,P0004,2025-02-08,3,0.0
O00517,C0021,P0045,2026-04-25,1,0.05
O00518,C0384,P0070,2025-12-25,1,0.15
O00519,C0143,P0024,2025-10-11,2,0.15
O00520,C0308,P0046,2026-05-02,3,0.1
O00521,C0242,P0042,2025-09-04,1,0.15
O00522,C0093,P0032,2026-03-16,1,0.1
O00523,C0369,P0008,2025-01-30,1,0.15
O00524,C0480,P0038,2025-08-29,3,0.1
O00525,C0396,P0023,2025-04-11,1,0.2
O00526,C0333,P0007,2026-04-28,2,0.0
O00527,C0168,P0006,2026-01-07,2,0.2
O00528,C0064,P0065,2026-03-20,1,0.1
O00529,C0236,P0033,2026-03-20,3,0.2
O00530,C0337,P0062,2025-03-16,1,0.2
O00531,C0022,P0005,2025-08-31,2,0.2
O00532,C0406,P0046,2025-03-25,2,0.05
O00533,C0363,P0006,2026-02-12,3,0.05
O00534,C0316,P0022,2026-05-31,3,0.2
O00535,C0327,P0072,2025-05-13,1,0.0
O00536,C0023,P0052,2025-12-19,3,0.05
O00537,C0177,P0073,2025-01-25,1,0.05
O00538,C0382,P0048,2025-11-07,4,0.15
O00539,C0395,P0100,2025-12-17,1,0.15
O00540,C0277,P0020,2025-09-05,4,0.05
O00541,C0214,P0039,2025-09-17,2,0.05
O00542,C0046,P0030,2026-02-25,1,0.1
O00543,C0356,P0010,2025-06-02,4,0.05
O00544,C0456,P0002,2025-06-10,2,0.0
O00545,C0434,P0068,2025-09-08,3,0.0
O00546,C0111,P0031,2026-03-22,2,0.2
O00547,C0157,P0006,2025-08-21,1,0.05
O00548,C0373,P0043,2025-10-16,1,0.15
O00549,C0344,P0018,2025-06-29,3,0.05
O00550,C0170,P0016,2025-02-18,2,0.05
O00551,C0377,P0053,2025-01-02,2,0.15
O00552,C0348,P0034,2025-11-25,1,0.2
O00553,C0397,P0037,2025-06-24,1,0.1
O00554,C0275,P0003,2025-04-24,1,0.05
O00555,C0136,P0060,2025-09-12,3,0.15
O00556,C0275,P0034,2026-01-18,2,0.15
O00557,C0161,P0096,2025-11-30,2,0.05
O00558,C0084,P0021,2026-03-02,4,0.0
