order_id,customer_id,product_id,order_date,quantity,discount
O00347,C0077,P0073,2026-03-13,3,0.15
O00348,C0211,P0002,2025-10-05,2,0.2
O00351,C0094,P0031,2025-09-02,2,0.0
O00354,C0025,P0002,2026-03-14,4,0.05
O00357,C0420,P0033,2026-04-18,1,0.15
O00358,C0284,P0021,2026-06-22,1,0.2
O00359,C0130,P0044,2025-05-18,2,0.05
O00360,C0188,P0085,2026-03-02,4,0.05
O00361,C0221,P0031,2026-01-22,1,0.1
O00362,C0107,P0088,2026-02-10,1,0.15
O00364,C0171,P0045,2026-05-18,3,0.1
O00366,C0308,P0086,2026-05-21,3,0.15
O00367,C0047,P0067,2025-09-12,3,0.0
O00368,C0269,P0064,2025-11-29,3,0.15
O00370,C0033,P0049,2025-08-27,3,0.05
O00377,C0021,P0081,2025-05-17,4,0.1
O00378,C0079,P0022,2025-12-28,3,0.1
O00379,C0360,P0035,2026-01-05,3,0.0
O00380,C0097,P0041,2025-06-17,2,0.05
O00385,C0469,P0020,2026-05-09,4,0.1
O00386,C0069,P0024,2025-12-18,1,0.2
O00387,C0360,P0084,2026-01-16,2,0.2
O00388,C0187,P0052,2026-01-02,3,0.1
O00389,C0237,P0072,2026-04-29,1,0.2
O00390,C0375,P0027,2026-04-27,4,0.2
O00393,C0208,P0008,2026-06-14,3,0.1
O00394,C0310,P0023,2026-03-06,4,0.2
O00395,C0032,P0039,2025-03-13,4,0.05
O00399,C0359,P0031,2026-04-12,2,0.15
O00401,C0163,P0069,2026-04-30,4,0.2
O00404,C0067,P0026,2026-03-25,2,0.1
O00407,C0052,P0016,2025-09-21,4,0.0
O00410,C0014,P0012,2025-11-23,1,0.2
O00411,C0005,P0010,2026-01-18,3,0.15
O00413,C0450,P0088,2026-04-03,3,0.2
O00414,C0049,P0082,2026-01-15,1,0.2
O00416,C0048,P0046,2025-03-28,1,0.0
O00417,C0109,P0099,2026-04-06,4,0.05
O00420,C0354,P0057,2026-01-28,3,0.1
O00421,C0023,P0087,2026-02-10,4,0.2
O00422,C0205,P0097,2025-12-23,3,0.05
O00424,C0013,P0070,2025-01-25,2,0.0
O00425,C0091,P0058,2025-04-18,3,0.05
O00426,C0010,P0086,2026-02-11,2,0.1
O00430,C0321,P0036,2025-11-18,3,0.0
O00434,C0215,P0039,2026-03-22,3,0.05
O00435,C0242,P0013,2026-01-23,1,0.1
O00439,C0158,P0085,2026-05-14,3,0.1
O00443,C0009,P0007,2025-09-03,3,0.0
O00446,C0309,P0095,2026-01-05,1,0.15
O00447,C0251,P0059,2025-11-23,2,0.2
O00448,C0233,P0076,2026-01-15,3,0.1
O00450,C0356,P0004,2026-04-06,2,0.1
O00451,C0021,P0007,2026-06-21,3,0.2
O00452,C0420,P0025,2026-03-05,1,0.2
O00453,C0045,P0084,2025-11-17,3,0.05
O00454,C0411,P0001,2026-03-25,2,0.0
O00455,C0143,P0075,2025-09-24,3,0.15
O00457,C0095,P0012,2026-01-29,2,0.1
O00459,C0205,P0079,2026-04-27,2,0.15
O00460,C0430,P0068,2026-05-08,3,0.1
O00462,C0256,P0012,2026-05-02,3,0.2
O00465,C0187,P0084,2026-03-10,3,0.1
O00466,C0110,P0036,2026-01-24,4,0.05
O00469,C0251,P0079,2025-12-21,2,0.15
O00470,C0093,P0016,2025-10-21,4,0.15
O00471,C0202,P0002,2025-12-30,2,0.1
O00472,C0020,P0070,2025-07-22,1,0.2
O00473,C0018,P0044,2026-03-08,1,0.1
O00476,C0040,P0014,2026-06-04,1,0.05
O00477,C0265,P0092,2026-02-26,3,0.0
O00478,C0241,P0014,2026-05-28,3,0.2
O00479,C0080,P0079,2026-01-08,2,0.0
O00481,C0433,P0077,2026-04-17,3,0.05
O00482,C0149,P0084,2026-05-03,1,0.2
O00483,C0087,P0075,2026-05-11,2,0.05
O00484,C0194,P0026,2026-05-04,2,0.0
O00486,C0364,P0090,2026-02-18,3,0.2
O00487,C0214,P0087,2026-02-14,2,0.1
O00488,C0069,P0094,2025-12-05,4,0.05
O00489,C0200,P0049,2026-01-17,3,0.2
O00491,C0229,P0063,2025-09-07,3,0.2
O00492,C0047,P0044,2025-03-27,3,0.15
O00493,C0049,P0084,2025-06-24,1,0.0
O00494,C0446,P0093,2026-05-06,1,0.1
O00495,C0248,P0093,2026-01-27,1,0.05
O00498,C0040,P0013,2025-10-06,2,0.15
O00500,C0114,P0007,2026-01-03,4,0.2
O00504,C0059,P0093,2025-11-12,2,0.2
O00505,C0015,P0082,2025-08-18,4,0.1
O00507,C0334,P0048,2026-02-03,1,0.2
O00508,C0176,P0094,2026-04-25,2,0.2
O00509,C0131,P0047,2025-12-19,2,0.15
O00510,C0001,P0072,2025-04-08,2,0.05
O00511,C0243,P0056,2026-01-31,2,0.1
O00515,C0166,P0030,2026-03-21,3,0.2
O00517,C0021,P0045,2026-04-25,1,0.05
O00519,C0143,P0024,2025-10-11,2,0.15
O00520,C0308,P0046,2026-05-02,3,0.1
O00521,C0242,P0042,2025-09-04,1,0.15
O00522,C0093,P0032,2026-03-16,1,0.1
O00526,C0333,P0007,2026-04-28,2,0.0
O00527,C0168,P0006,2026-01-07,2,0.2
O00528,C0064,P0065,2026-03-20,1,0.1
O00529,C0236,P0033,2026-03-20,3,0.2
O00531,C0022,P0005,2025-08-31,2,0.2
O00533,C0363,P0006,2026-02-12,3,0.05
O00534,C0316,P0022,2026-05-31,3,0.2
O00536,C0023,P0052,2025-12-19,3,0.05
O00541,C0214,P0039,2025-09-17,2,0.05
O00542,C0046,P0030,2026-02-25,1,0.1
O00546,C0111,P0031,2026-03-22,2,0.2
O00547,C0157,P0006,2025-08-21,1,0.05
O00555,C0136,P0060,2025-09-12,3,0.15
O00556,C0275,P0034,2026-01-18,2,0.15
O00557,C0161,P0096,2025-11-30,2,0.05
O00558,C0084,P0021,2026-03-02,4,0.0
O00561,C0202,P0028,2026-06-10,2,0.2
O00563,C0340,P0077,2026-04-21,2,0.05
O00568,C0231,P0066,2026-04-14,3,0.0
O00570,C0412,P0047,2026-04-14,2,0.05
O00571,C0190,P0083,2025-11-19,4,0.1
O00573,C0024,P0056,2025-12-09,1,0.05
O00575,C0250,P0090,2026-02-12,1,0.0
O00576,C0303,P0057,2025-12-18,4,0.1
O00579,C0361,P0073,2026-01-25,3,0.15
O00580,C0018,P0095,2025-09-25,2,0.2
O00581,C0194,P0046,2026-06-19,3,0.2
O00582,C0296,P0099,2026-03-22,4,0.1
O00584,C0105,P0059,2025-08-16,2,0.0
O00585,C0187,P0040,2025-10-12,2,0.2
O00586,C0192,P0010,2026-03-13,4,0.2
O00587,C0311,P0010,2026-04-20,2,0.15
O00588,C0378,P0029,2026-03-26,4,0.2
O00589,C0072,P0035,2026-01-03,2,0.15
O00590,C0070,P0056,2026-02-20,3,0.05
O00591,C0052,P0044,2025-06-10,2,0.0
O00592,C0336,P0096,2026-02-05,2,0.15
O00593,C0022,P0038,2026-04-14,4,0.2
O00596,C0007,P0048,2025-09-12,3,0.0
O00597,C0330,P0058,2026-04-27,3,0.1
O00598,C0456,P0049,2026-04-07,1,0.1
O00601,C0286,P0038,2026-01-06,1,0.15
O00602,C0042,P0063,2025-04-14,2,0.0
O00604,C0139,P0043,2026-05-06,1,0.1
O00605,C0312,P0044,2026-01-23,1,0.1
O00608,C0018,P0061,2025-06-22,2,0.2
O00609,C0123,P0091,2025-10-17,2,0.05
O00610,C0027,P0069,2026-01-08,4,0.0
O00611,C0463,P0071,2026-04-27,4,0.1
O00612,C0172,P0015,2025-09-14,2,0.1
O00614,C0058,P0068,2025-07-12,2,0.05
O00616,C0250,P0020,2026-05-31,1,0.1
O00621,C0009,P0042,2025-02-21,1,0.15
O00622,C0160,P0030,2025-09-16,3,0.15
O00623,C0468,P0079,2026-06-09,1,0.2
O00625,C0098,P0061,2025-08-09,1,0.0
O00628,C0234,P0074,2026-04-13,1,0.15
O00629,C0120,P0084,2026-02-22,1,0.2
O00630,C0425,P0032,2026-06-26,4,0.1
O00632,C0211,P0081,2026-05-23,4,0.0
O00635,C0366,P0065,2026-02-24,1,0.2
O00636,C0080,P0011,2026-04-12,1,0.15
O00637,C0113,P0059,2025-07-18,3,0.15
O00640,C0464,P0046,2026-05-20,2,0.05
O00643,C0166,P0092,2026-03-14,4,0.2
O00645,C0044,P0017,2026-03-06,2,0.0
O00647,C0128,P0024,2025-10-06,3,0.05
O00648,C0127,P0031,2025-10-18,3,0.2
O00651,C0091,P0076,2026-02-16,3,0.15
O00652,C0025,P0100,2026-02-06,2,0.1
O00653,C0164,P0080,2025-11-26,2,0.05
O00654,C0035,P0059,2025-10-24,3,0.05
O00657,C0267,P0022,2026-04-12,2,0.2
O00658,C0182,P0055,2025-07-27,3,0.0
O00659,C0241,P0085,2026-01-17,3,0.05
O00660,C0021,P0006,2026-03-28,1,0.1
O00664,C0236,P0098,2026-05-26,3,0.2
O00666,C0139,P0058,2025-12-02,2,0.05
O00667,C0165,P0028,2025-12-10,4,0.0
O00668,C0056,P0005,2025-10-26,2,0.0
O00670,C0409,P0084,2026-04-22,2,0.2
O00675,C0302,P0098,2026-01-03,3,0.0
O00676,C0092,P0027,2025-11-10,1,0.1
O00680,C0143,P0092,2026-05-23,1,0.15
O00685,C0195,P0025,2025-08-16,2,0.1
O00686,C0002,P0088,2026-03-05,2,0.0
O00687,C0226,P0081,2025-08-16,2,0.1
O00690,C0170,P0092,2025-11-03,3,0.2
O00694,C0057,P0066,2025-04-24,2,0.1
O00695,C0127,P0094,2025-08-01,2,0.15
O00696,C0116,P0096,2026-06-18,3,0.05
O00697,C0075,P0051,2025-09-11,3,0.0
O00699,C0189,P0096,2026-06-16,2,0.15
O00703,C0112,P0075,2025-12-26,2,0.05
O00706,C0144,P0069,2026-05-08,4,0.1
O00708,C0190,P0014,2026-05-21,2,0.2
O00710,C0116,P0093,2025-10-11,1,0.05
O00712,C0020,P0051,2025-08-30,3,0.1
O00713,C0168,P0034,2026-01-03,4,0.15
O00715,C0161,P0015,2025-12-19,2,0.1
O00716,C0340,P0067,2026-03-29,3,0.15
O00720,C0109,P0005,2025-07-25,2,0.05
O00721,C0052,P0008,2025-04-22,1,0.05
O00723,C0148,P0035,2025-09-28,4,0.15
O00724,C0052,P0045,2026-04-07,3,0.2
O00726,C0160,P0041,2025-08-15,3,0.05
O00727,C0372,P0063,2026-06-21,2,0.2
O00728,C0210,P0027,2025-10-11,3,0.2
O00729,C0155,P0059,2026-05-09,2,0.0
O00732,C0015,P0092,2026-01-22,4,0.1
O00733,C0202,P0048,2025-11-16,2,0.05
O00736,C0027,P0050,2025-12-04,3,0.2
O00739,C0312,P0005,2026-04-25,4,0.0
O00741,C0137,P0096,2026-01-04,2,0.2
O00742,C0017,P0036,2026-01-02,4,0.15
O00743,C0074,P0056,2026-05-18,3,0.15
O00745,C0123,P0100,2026-02-08,4,0.05
O00746,C0200,P0068,2026-06-11,1,0.05
O00748,C0343,P0094,2025-12-18,4,0.15
O00750,C0290,P0024,2026-05-21,2,0.1
O00754,C0324,P0033,2026-03-29,1,0.05
O00756,C0145,P0067,2026-04-24,1,0.15
O00758,C0308,P0008,2025-12-16,4,0.15
O00759,C0249,P0022,2026-01-11,2,0.1
O00763,C0116,P0085,2026-05-30,2,0.2
O00764,C0046,P0084,2025-03-10,4,0.1
O00765,C0003,P0013,2026-05-04,1,0.0
O00766,C0281,P0041,2026-01-12,1,0.15
O00768,C0212,P0022,2026-02-13,4,0.15
O00770,C0110,P0031,2025-04-26,2,0.05
O00771,C0297,P0043,2026-04-14,3,0.2
O00773,C0003,P0048,2025-08-22,1,0.05
O00777,C0065,P0070,2026-06-23,3,0.0
O00779,C0055,P0008,2025-03-16,1,0.15
O00780,C0125,P0011,2025-07-05,2,0.15
O00782,C0109,P0025,2026-03-05,1,0.1
O00783,C0154,P0076,2025-09-30,4,0.0
O00785,C0172,P0011,2026-01-14,1,0.15
O00786,C0108,P0065,2025-09-08,3,0.15
O00788,C0395,P0055,2026-06-18,3,0.0
O00791,C0109,P0091,2025-12-26,1,0.1
O00793,C0023,P0037,2025-02-22,1,0.05
O00794,C0317,P0013,2026-05-02,4,0.05
O00795,C0279,P0025,2026-02-11,1,0.15
O00797,C0298,P0059,2025-12-08,3,0.1
O00798,C0129,P0093,2025-10-03,4,0.05
O00799,C0104,P0091,2025-10-31,3,0.15
O00801,C0275,P0014,2026-02-21,2,0.05
O00802,C0112,P0011,2025-08-16,4,0.05
O00805,C0019,P0051,2025-09-23,3,0.0
O00809,C0046,P0050,2025-07-21,4,0.2
O00811,C0232,P0056,2025-11-03,4,0.05
O00812,C0370,P0081,2026-01-26,4,0.0
O00815,C0489,P0012,2026-06-18,3,0.15
O00816,C0163,P0023,2025-06-22,1,0.1
O00818,C0194,P0054,2026-03-27,2,0.1
O00819,C0077,P0025,2025-04-08,2,0.2
O00820,C0282,P0073,2026-02-17,1,0.15
O00822,C0066,P0043,2025-09-14,4,0.1
O00825,C0056,P0040,2026-02-13,1,0.1
O00826,C0456,P0052,2026-05-02,4,0.15
O00828,C0345,P0009,2026-03-08,3,0.0
O00831,C0158,P0047,2026-05-12,2,0.05
O00833,C0149,P0093,2025-09-09,3,0.1
O00834,C0105,P0045,2025-08-16,1,0.2
O00837,C0085,P0027,2026-02-23,2,0.0
O00838,C0123,P0061,2025-06-29,3,0.0
O00839,C0229,P0078,2025-09-21,4,0.15
O00840,C0250,P0069,2026-03-29,3,0.1
O00841,C0167,P0066,2025-10-12,3,0.0
O00843,C0308,P0033,2025-12-24,1,0.05
O00844,C0130,P0046,2025-05-16,2,0.15
O00847,C0066,P0067,2025-03-20,3,0.15
O00848,C0424,P0052,2026-05-22,3,0.2
O00850,C0177,P0093,2026-05-22,4,0.2
O00852,C0049,P0013,2025-10-29,4,0.2
O00853,C0435,P0074,2026-05-16,3,0.05
O00854,C0350,P0028,2025-12-26,1,0.0
O00859,C0046,P0037,2025-05-13,1,0.15
O00860,C0205,P0077,2026-06-28,2,0.2
O00861,C0163,P0034,2025-08-08,4,0.2
O00862,C0466,P0096,2026-06-13,2,0.2
O00865,C0269,P0076,2025-12-27,4,0.15
O00866,C0131,P0047,2025-11-13,3,0.1
O00867,C0349,P0074,2026-02-21,1,0.0
O00872,C0288,P0061,2026-03-18,3,0.1
O00873,C0150,P0088,2025-12-29,4,0.05
O00876,C0108,P0074,2025-07-08,3,0.05
O00878,C0211,P0057,2025-08-09,3,0.05
O00879,C0333,P0072,2026-01-26,4,0.2
O00880,C0371,P0060,2026-05-16,2,0.15
O00886,C0015,P0026,2025-03-23,3,0.15
O00888,C0390,P0019,2026-06-16,4,0.1
O00889,C0020,P0024,2025-02-12,4,0.05
O00890,C0249,P0064,2025-09-10,1,0.05
O00891,C0117,P0015,2026-05-29,3,0.2
O00892,C0175,P0020,2025-09-13,3,0.0
O00893,C0262,P0019,2025-10-04,1,0.05
O00894,C0019,P0064,2026-04-20,3,0.0
O00895,C0138,P0068,2025-10-05,1,0.2
O00897,C0345,P0081,2026-04-13,4,0.0
O00899,C0107,P0069,2025-12-29,4,0.05
O00901,C0378,P0049,2026-04-13,2,0.1
O00903,C0044,P0084,2025-04-03,2,0.15
O00904,C0128,P0094,2026-02-06,2,0.2
O00907,C0134,P0031,2025-05-20,1,0.15
O00908,C0485,P0001,2026-06-22,4,0.15
O00909,C0150,P0100,2026-06-27,1,0.1
O00911,C0338,P0033,2026-04-28,1,0.15
O00912,C0043,P0058,2025-10-05,3,0.0
O00914,C0044,P0079,2025-12-16,3,0.1
O00916,C0140,P0052,2025-09-01,2,0.05
O00917,C0181,P0040,2025-11-29,2,0.1
O00918,C0427,P0080,2026-05-03,3,0.15
O00919,C0307,P0087,2026-03-12,3,0.2
O00921,C0277,P0032,2025-10-05,3,0.0
O00922,C0076,P0032,2025-06-11,1,0.0
O00923,C0307,P0004,2026-03-23,4,0.0
O00924,C0012,P0089,2025-10-03,1,0.0
O00925,C0379,P0098,2026-01-27,4,0.1
O00927,C0447,P0057,2026-06-03,3,0.15
O00929,C0262,P0042,2026-02-17,1,0.15
O00933,C0068,P0047,2025-08-19,4,0.0
O00935,C0249,P0043,2025-09-23,1,0.2
O00936,C0290,P0006,2026-04-15,1,0.05
O00937,C0273,P0098,2026-03-21,3,0.0
O00938,C0247,P0035,2026-06-03,1,0.05
O00939,C0027,P0086,2026-03-22,3,0.15
O00940,C0118,P0098,2026-03-27,3,0.0
O00942,C0245,P0051,2026-06-12,2,0.0
O00943,C0212,P0074,2025-10-11,1,0.2
O00944,C0060,P0087,2025-07-13,1,0.05
O00946,C0079,P0096,2025-06-13,2,0.15
O00948,C0136,P0030,2025-12-21,1,0.0
O00950,C0007,P0098,2026-01-05,1,0.15
O00952,C0034,P0017,2025-12-03,3,0.2
O00953,C0112,P0039,2025-06-25,3,0.1
O00955,C0204,P0081,2025-12-09,4,0.0
O00957,C0326,P0020,2026-04-04,2,0.15
O00958,C0251,P0098,2026-04-24,2,0.1
O00961,C0376,P0083,2026-02-04,1,0.1
O00963,C0276,P0095,2026-04-03,3,0.05
O00964,C0215,P0058,2025-11-25,3,0.1
O00965,C0129,P0067,2025-10-13,1,0.1
O00966,C0037,P0091,2025-08-05,2,0.15
O00969,C0332,P0067,2025-12-12,4,0.05
O00971,C0265,P0013,2025-12-04,2,0.2
O00974,C0276,P0084,2025-12-06,2,0.05
O00979,C0340,P0080,2026-01-15,2,0.1
O00981,C0113,P0045,2025-12-16,4,0.1
O00983,C0088,P0067,2025-04-14,4,0.2
O00984,C0454,P0022,2026-06-04,2,0.15
O00985,C0441,P0060,2026-04-04,1,0.1
O00986,C0254,P0053,2026-01-01,4,0.0
O00988,C0013,P0061,2025-03-20,3,0.0
O00991,C0055,P0075,2026-02-02,1,0.2
O00993,C0053,P0052,2025-03-18,4,0.2
O00994,C0114,P0082,2025-09-16,1,0.0
O00995,C0291,P0028,2025-11-22,1,0.0
O00996,C0082,P0075,2025-11-11,3,0.0
O00998,C0099,P0082,2026-05-08,4,0.05
O00999,C0115,P0067,2025-05-20,3,0.05
O01001,C0114,P0060,2026-01-13,3,0.05
O01004,C0039,P0022,2025-10-04,3,0.15
O01009,C0033,P0093,2025-07-05,3,0.05
O01010,C0263,P0061,2026-02-27,4,0.05
O01011,C0077,P0093,2025-05-22,3,0.15
O01012,C0162,P0027,2025-11-02,1,0.05
O01013,C0473,P0065,2026-05-08,4,0.2
O01016,C0412,P0093,2026-03-03,2,0.0
O01021,C0279,P0077,2026-04-13,4,0.0
O01022,C0036,P0033,2025-04-23,2,0.15
O01025,C0022,P0066,2025-04-04,2,0.05
O01028,C0103,P0022,2025-12-04,4,0.0
O01029,C0187,P0054,2025-10-11,4,0.1
O01034,C0109,P0018,2026-04-13,3,0.0
O01036,C0067,P0001,2025-10-11,4,0.0
O01038,C0170,P0096,2026-01-29,1,0.0
